S.No,Date,Day,Month,College,Meal_Type,College_Capacity,Students_Expected,Students_Came,Food_Prepared_kg,Food_Consumed_kg,Cost_Per_kg,Total_Cost,Student_Rating
612,16-04-2024,Wednesday,April,SIMC,Dinner,320,240,268,115,99,167,19205,7.2
613,16-04-2024,Wednesday,April,SSSS,Breakfast,280,196,231,90,71,115,10350,6.5
614,16-04-2024,Wednesday,April,SSSS,Lunch,280,238,264,115,85,182,20930,6.2
615,16-04-2024,Wednesday,April,SSSS,Dinner,280,210,173,90,68,167,15030,5.7
616,17-04-2024,Thursday,April,SIDTM,Breakfast,450,315,256,129,97,127,16383,6.2
617,17-04-2024,Thursday,April,SIDTM,Lunch,450,383,457,185,137,184,34040,5.8
618,17-04-2024,Thursday,April,SIDTM,Dinner,450,338,383,153,137,160,24480,7.7
619,17-04-2024,Thursday,April,SSBF,Breakfast,380,266,272,128,106,128,16384,6.9
620,17-04-2024,Thursday,April,SSBF,Lunch,380,323,282,152,112,180,27360,5.9
621,17-04-2024,Thursday,April,SSBF,Dinner,380,285,289,115,99,163,18745,7.1
622,17-04-2024,Thursday,April,SIBM,Breakfast,520,364,334,163,115,127,20701,5.5
623,17-04-2024,Thursday,April,SIBM,Lunch,520,442,506,185,178,173,32005,8.3
624,17-04-2024,Thursday,April,SIBM,Dinner,520,390,425,174,154,166,28884,7.7
625,17-04-2024,Thursday,April,SIMC,Breakfast,320,224,211,97,74,123,11931,5.8
626,17-04-2024,Thursday,April,SIMC,Lunch,320,272,312,110,110,179,19690,8.7
627,17-04-2024,Thursday,April,SIMC,Dinner,320,240,201,112,61,157,17584,3.6
628,17-04-2024,Thursday,April,SSSS,Breakfast,280,196,222,91,69,128,11648,5.7
629,17-04-2024,Thursday,April,SSSS,Lunch,280,238,227,107,71,186,19902,5.2
630,17-04-2024,Thursday,April,SSSS,Dinner,280,210,217,89,75,158,14062,6.9
631,18-04-2024,Friday,April,SIDTM,Breakfast,450,315,258,135,89,122,16470,4.6
632,18-04-2024,Friday,April,SIDTM,Lunch,450,383,315,170,122,178,30260,5.4
633,18-04-2024,Friday,April,SIDTM,Dinner,450,338,319,151,97,158,23858,4.4
634,18-04-2024,Friday,April,SSBF,Breakfast,380,266,270,109,94,111,12099,6.7
635,18-04-2024,Friday,April,SSBF,Lunch,380,323,362,136,136,174,23664,8.8
636,18-04-2024,Friday,April,SSBF,Dinner,380,285,290,131,113,157,20567,7.6
637,18-04-2024,Friday,April,SIBM,Breakfast,520,364,362,162,144,118,19116,7.7
638,18-04-2024,Friday,April,SIBM,Lunch,520,442,446,216,170,177,38232,6.6
639,18-04-2024,Friday,April,SIBM,Dinner,520,390,356,172,117,158,27176,5.6
640,18-04-2024,Friday,April,SIMC,Breakfast,320,224,268,101,92,117,11817,7.2
641,18-04-2024,Friday,April,SIMC,Lunch,320,272,308,132,104,172,22704,5.9
642,18-04-2024,Friday,April,SIMC,Dinner,320,240,194,114,78,165,18810,5.5
643,18-04-2024,Friday,April,SSSS,Breakfast,280,196,186,81,67,128,10368,7.3
644,18-04-2024,Friday,April,SSSS,Lunch,280,238,282,116,85,185,21460,5.9
645,18-04-2024,Friday,April,SSSS,Dinner,280,210,193,88,73,160,14080,7.3
646,19-04-2024,Saturday,April,SIDTM,Breakfast,450,189,181,82,56,115,9430,4.8
647,19-04-2024,Saturday,April,SIDTM,Lunch,450,230,261,112,95,179,20048,6.6
648,19-04-2024,Saturday,April,SIDTM,Dinner,450,203,173,96,68,160,15360,5.9
649,19-04-2024,Saturday,April,SSBF,Breakfast,380,160,147,76,47,124,9424,5.1
650,19-04-2024,Saturday,April,SSBF,Lunch,380,194,211,83,81,176,14608,8.2
651,19-04-2024,Saturday,April,SSBF,Dinner,380,171,141,73,53,159,11607,5.4
652,19-04-2024,Saturday,April,SIBM,Breakfast,520,218,216,99,74,129,12771,5.6
653,19-04-2024,Saturday,April,SIBM,Lunch,520,265,272,127,105,180,22860,6.6
654,19-04-2024,Saturday,April,SIBM,Dinner,520,234,227,113,81,158,17854,6.1
655,19-04-2024,Saturday,April,SIMC,Breakfast,320,134,142,54,52,127,6858,8.5
656,19-04-2024,Saturday,April,SIMC,Lunch,320,163,162,69,57,184,12696,6.6
657,19-04-2024,Saturday,April,SIMC,Dinner,320,144,166,67,59,156,10452,6.9
658,19-04-2024,Saturday,April,SSSS,Breakfast,280,118,139,57,42,129,7353,5.8
659,19-04-2024,Saturday,April,SSSS,Lunch,280,143,118,60,39,184,11040,5.4
660,19-04-2024,Saturday,April,SSSS,Dinner,280,126,149,53,53,167,8851,8.1
661,21-04-2024,Monday,April,SIDTM,Breakfast,450,315,272,138,82,113,15594,4
662,21-04-2024,Monday,April,SIDTM,Lunch,450,383,414,165,158,189,31185,8.2
663,21-04-2024,Monday,April,SIDTM,Dinner,450,338,396,149,137,150,22350,7.5
664,21-04-2024,Monday,April,SSBF,Breakfast,380,266,305,112,112,119,13328,8.2
665,21-04-2024,Monday,April,SSBF,Lunch,380,323,268,142,81,182,25844,4.3
666,21-04-2024,Monday,April,SSBF,Dinner,380,285,269,116,105,163,18908,7.7
667,21-04-2024,Monday,April,SIBM,Breakfast,520,364,430,168,140,120,20160,6.4
668,21-04-2024,Monday,April,SIBM,Lunch,520,442,487,190,190,189,35910,8.3
669,21-04-2024,Monday,April,SIBM,Dinner,520,390,351,188,119,151,28388,4.4
670,21-04-2024,Monday,April,SIMC,Breakfast,320,224,208,92,74,116,10672,6.4
671,21-04-2024,Monday,April,SIMC,Lunch,320,272,253,113,83,177,20001,5.4
672,21-04-2024,Monday,April,SIMC,Dinner,320,240,196,104,63,161,16744,4.4
673,21-04-2024,Monday,April,SSSS,Breakfast,280,196,186,84,74,121,10164,7.8
674,21-04-2024,Monday,April,SSSS,Lunch,280,238,227,97,84,178,17266,6.7
675,21-04-2024,Monday,April,SSSS,Dinner,280,210,179,96,68,153,14688,5.3
676,22-04-2024,Tuesday,April,SIDTM,Breakfast,450,315,292,137,105,118,16166,6.6
677,22-04-2024,Tuesday,April,SIDTM,Lunch,450,383,316,159,122,187,29733,6.5
678,22-04-2024,Tuesday,April,SIDTM,Dinner,450,338,354,153,121,152,23256,6
679,22-04-2024,Tuesday,April,SSBF,Breakfast,380,266,262,111,97,127,14097,7
680,22-04-2024,Tuesday,April,SSBF,Lunch,380,323,262,151,80,183,27633,3.3
681,22-04-2024,Tuesday,April,SSBF,Dinner,380,285,291,125,106,163,20375,6.6
682,22-04-2024,Tuesday,April,SIBM,Breakfast,520,364,323,149,126,122,18178,7.2
683,22-04-2024,Tuesday,April,SIBM,Lunch,520,442,426,200,159,172,34400,6.9
684,22-04-2024,Tuesday,April,SIBM,Dinner,520,390,431,188,166,154,28952,7.8
685,22-04-2024,Tuesday,April,SIMC,Breakfast,320,224,193,110,62,115,12650,4.6
686,22-04-2024,Tuesday,April,SIMC,Lunch,320,272,304,122,95,183,22326,6.2
687,22-04-2024,Tuesday,April,SIMC,Dinner,320,240,277,102,87,152,15504,7.5
688,22-04-2024,Tuesday,April,SSSS,Breakfast,280,196,185,90,56,127,11430,4.9
689,22-04-2024,Tuesday,April,SSSS,Lunch,280,238,213,109,72,179,19511,4.7
690,22-04-2024,Tuesday,April,SSSS,Dinner,280,210,194,90,66,154,13860,6.3
691,23-04-2024,Wednesday,April,SIDTM,Breakfast,450,315,264,153,81,111,16983,4.1
692,23-04-2024,Wednesday,April,SIDTM,Lunch,450,383,431,155,141,182,28210,7.5
693,23-04-2024,Wednesday,April,SIDTM,Dinner,450,338,319,151,125,155,23405,6.3
694,23-04-2024,Wednesday,April,SSBF,Breakfast,380,266,258,111,101,120,13320,7.5
695,23-04-2024,Wednesday,April,SSBF,Lunch,380,323,333,151,108,184,27784,5.3
696,23-04-2024,Wednesday,April,SSBF,Dinner,380,285,280,126,97,167,21042,6.2
697,23-04-2024,Wednesday,April,SIBM,Breakfast,520,364,332,162,111,116,18792,5.8
698,23-04-2024,Wednesday,April,SIBM,Lunch,520,442,456,189,156,182,34398,7.1
699,23-04-2024,Wednesday,April,SIBM,Dinner,520,390,351,162,109,159,25758,5
700,23-04-2024,Wednesday,April,SIMC,Breakfast,320,224,238,101,90,118,11918,7.6
701,23-04-2024,Wednesday,April,SIMC,Lunch,320,272,318,128,103,183,23424,6.2
702,23-04-2024,Wednesday,April,SIMC,Dinner,320,240,241,98,81,169,16562,6.6
703,23-04-2024,Wednesday,April,SSSS,Breakfast,280,196,215,84,72,116,9744,7.3
704,23-04-2024,Wednesday,April,SSSS,Lunch,280,238,227,107,83,172,18404,6.2
705,23-04-2024,Wednesday,April,SSSS,Dinner,280,210,199,87,60,164,14268,5.4
706,24-04-2024,Thursday,April,SIDTM,Breakfast,450,315,263,134,95,125,16750,6
707,24-04-2024,Thursday,April,SIDTM,Lunch,450,383,311,172,107,181,31132,4.8
708,24-04-2024,Thursday,April,SIDTM,Dinner,450,338,344,149,135,170,25330,7.8
709,24-04-2024,Thursday,April,SSBF,Breakfast,380,266,219,108,85,122,13176,6.6
710,24-04-2024,Thursday,April,SSBF,Lunch,380,323,290,151,110,175,26425,5.7
711,24-04-2024,Thursday,April,SSBF,Dinner,380,285,249,132,80,157,20724,4.8
712,24-04-2024,Thursday,April,SIBM,Breakfast,520,364,400,160,141,119,19040,7.6
713,24-04-2024,Thursday,April,SIBM,Lunch,520,442,480,207,192,181,37467,8.2
714,24-04-2024,Thursday,April,SIBM,Dinner,520,390,385,164,136,162,26568,7
715,24-04-2024,Thursday,April,SIMC,Breakfast,320,224,227,106,90,128,13568,7.5
716,24-04-2024,Thursday,April,SIMC,Lunch,320,272,319,121,121,179,21659,8.6
717,24-04-2024,Thursday,April,SIMC,Dinner,320,240,265,103,88,155,15965,7.2
718,24-04-2024,Thursday,April,SSSS,Breakfast,280,196,199,88,72,111,9768,6.7
719,24-04-2024,Thursday,April,SSSS,Lunch,280,238,209,97,77,185,17945,6.5
720,24-04-2024,Thursday,April,SSSS,Dinner,280,210,178,100,64,167,16700,4.6
721,25-04-2024,Friday,April,SIDTM,Breakfast,450,315,282,144,109,122,17568,6.1
722,25-04-2024,Friday,April,SIDTM,Lunch,450,383,316,159,109,182,28938,5.2
723,25-04-2024,Friday,April,SIDTM,Dinner,450,338,402,158,144,162,25596,7.8
724,25-04-2024,Friday,April,SSBF,Breakfast,380,266,316,110,110,122,13420,8.2
725,25-04-2024,Friday,April,SSBF,Lunch,380,323,271,148,83,184,27232,4
726,25-04-2024,Friday,April,SSBF,Dinner,380,285,279,120,103,162,19440,7
727,25-04-2024,Friday,April,SIBM,Breakfast,520,364,358,158,136,111,17538,6.7
728,25-04-2024,Friday,April,SIBM,Lunch,520,442,358,212,128,172,36464,4.4
729,25-04-2024,Friday,April,SIBM,Dinner,520,390,455,191,170,159,30369,7.7
730,25-04-2024,Friday,April,SIMC,Breakfast,320,224,228,94,87,112,10528,7.3
731,25-04-2024,Friday,April,SIMC,Lunch,320,272,292,118,91,170,20060,6.3
732,25-04-2024,Friday,April,SIMC,Dinner,320,240,195,116,74,155,17980,5.3
733,25-04-2024,Friday,April,SSSS,Breakfast,280,196,189,87,67,117,10179,6.6
734,25-04-2024,Friday,April,SSSS,Lunch,280,238,200,115,68,170,19550,4
735,25-04-2024,Friday,April,SSSS,Dinner,280,210,184,92,72,155,14260,6.8
736,26-04-2024,Saturday,April,SIDTM,Breakfast,450,189,168,91,61,114,10374,5.6
737,26-04-2024,Saturday,April,SIDTM,Lunch,450,230,241,102,82,182,18564,6.3
738,26-04-2024,Saturday,April,SIDTM,Dinner,450,203,233,91,91,157,14287,8.7
739,26-04-2024,Saturday,April,SSBF,Breakfast,380,160,181,67,63,124,8308,8.4
740,26-04-2024,Saturday,April,SSBF,Lunch,380,194,181,92,67,188,17296,5.3
741,26-04-2024,Saturday,April,SSBF,Dinner,380,171,205,79,63,155,12245,6.5
742,26-04-2024,Saturday,April,SIBM,Breakfast,520,218,246,97,97,119,11543,8.8
743,26-04-2024,Saturday,April,SIBM,Lunch,520,265,303,125,93,182,22750,6.2
744,26-04-2024,Saturday,April,SIBM,Dinner,520,234,233,105,88,166,17430,7.4
745,26-04-2024,Saturday,April,SIMC,Breakfast,320,134,155,60,53,127,7620,7.2
746,26-04-2024,Saturday,April,SIMC,Lunch,320,163,181,79,64,180,14220,6.8
747,26-04-2024,Saturday,April,SIMC,Dinner,320,144,126,63,48,154,9702,6.1
748,26-04-2024,Saturday,April,SSSS,Breakfast,280,118,99,51,31,112,5712,4.4
749,26-04-2024,Saturday,April,SSSS,Lunch,280,143,132,61,44,182,11102,6
750,26-04-2024,Saturday,April,SSSS,Dinner,280,126,121,60,41,162,9720,5
751,28-04-2024,Monday,April,SIDTM,Breakfast,450,315,321,141,106,123,17343,6.1
752,28-04-2024,Monday,April,SIDTM,Lunch,450,383,371,186,119,171,31806,5.2
753,28-04-2024,Monday,April,SIDTM,Dinner,450,338,402,144,130,164,23616,7.9
754,28-04-2024,Monday,April,SSBF,Breakfast,380,266,289,112,110,123,13776,8.1
755,28-04-2024,Monday,April,SSBF,Lunch,380,323,337,134,126,177,23718,8.4
756,28-04-2024,Monday,April,SSBF,Dinner,380,285,318,125,124,154,19250,8
757,28-04-2024,Monday,April,SIBM,Breakfast,520,364,355,176,122,117,20592,4.9
758,28-04-2024,Monday,April,SIBM,Lunch,520,442,469,206,162,179,36874,5.9
759,28-04-2024,Monday,April,SIBM,Dinner,520,390,336,185,132,154,28490,6
760,28-04-2024,Monday,April,SIMC,Breakfast,320,224,225,100,83,115,11500,7.2
761,28-04-2024,Monday,April,SIMC,Lunch,320,272,301,130,108,172,22360,7.2
762,28-04-2024,Monday,April,SIMC,Dinner,320,240,231,108,77,151,16308,5.8
763,28-04-2024,Monday,April,SSSS,Breakfast,280,196,234,86,74,123,10578,6.9
764,28-04-2024,Monday,April,SSSS,Lunch,280,238,228,97,73,189,18333,6.3
765,28-04-2024,Monday,April,SSSS,Dinner,280,210,244,90,84,151,13590,7.7
766,29-04-2024,Tuesday,April,SIDTM,Breakfast,450,315,378,154,127,129,19866,6.3
767,29-04-2024,Tuesday,April,SIDTM,Lunch,450,383,317,163,100,178,29014,5
768,29-04-2024,Tuesday,April,SIDTM,Dinner,450,338,332,149,113,161,23989,6.5
769,29-04-2024,Tuesday,April,SSBF,Breakfast,380,266,227,123,90,118,14514,5.4
770,29-04-2024,Tuesday,April,SSBF,Lunch,380,323,279,139,109,184,25576,6.1
771,29-04-2024,Tuesday,April,SSBF,Dinner,380,285,299,135,104,158,21330,6.2
772,29-04-2024,Tuesday,April,SIBM,Breakfast,520,364,310,153,108,116,17748,5.4
773,29-04-2024,Tuesday,April,SIBM,Lunch,520,442,472,199,177,173,34427,7.8
774,29-04-2024,Tuesday,April,SIBM,Dinner,520,390,448,178,146,167,29726,6.9
775,29-04-2024,Tuesday,April,SIMC,Breakfast,320,224,187,109,72,130,14170,5.2
776,29-04-2024,Tuesday,April,SIMC,Lunch,320,272,297,111,109,186,20646,8.7
777,29-04-2024,Tuesday,April,SIMC,Dinner,320,240,202,112,64,165,18480,4.1
778,29-04-2024,Tuesday,April,SSSS,Breakfast,280,196,161,95,60,123,11685,4.3
779,29-04-2024,Tuesday,April,SSSS,Lunch,280,238,253,97,90,171,16587,8.2
780,29-04-2024,Tuesday,April,SSSS,Dinner,280,210,219,94,71,157,14758,5.9
781,30-04-2024,Wednesday,May,SIDTM,Breakfast,450,315,308,149,99,114,16986,5.3
782,30-04-2024,Wednesday,May,SIDTM,Lunch,450,383,417,185,160,173,32005,7.6
783,30-04-2024,Wednesday,May,SIDTM,Dinner,450,338,292,145,91,158,22910,4.3
784,30-04-2024,Wednesday,May,SSBF,Breakfast,380,266,295,127,103,118,14986,6.2
785,30-04-2024,Wednesday,May,SSBF,Lunch,380,323,288,142,111,171,24282,5.8
786,30-04-2024,Wednesday,May,SSBF,Dinner,380,285,267,131,85,167,21877,5.2
787,30-04-2024,Wednesday,May,SIBM,Breakfast,520,364,300,171,108,117,20007,4.8
788,30-04-2024,Wednesday,May,SIBM,Lunch,520,442,430,205,156,189,38745,5.6
789,30-04-2024,Wednesday,May,SIBM,Dinner,520,390,335,188,133,159,29892,5.2
790,30-04-2024,Wednesday,May,SIMC,Breakfast,320,224,216,103,72,110,11330,5
791,30-04-2024,Wednesday,May,SIMC,Lunch,320,272,303,125,109,178,22250,7.6
792,30-04-2024,Wednesday,May,SIMC,Dinner,320,240,253,113,81,155,17515,5.6
793,30-04-2024,Wednesday,May,SSSS,Breakfast,280,196,168,88,51,119,10472,3.9
794,30-04-2024,Wednesday,May,SSSS,Lunch,280,238,211,103,68,174,17922,4.8
795,30-04-2024,Wednesday,May,SSSS,Dinner,280,210,240,89,89,153,13617,9
796,01-05-2024,Thursday,May,SIDTM,Breakfast,450,315,292,154,106,121,18634,4.9
797,01-05-2024,Thursday,May,SIDTM,Lunch,450,383,427,170,154,187,31790,7.4
798,01-05-2024,Thursday,May,SIDTM,Dinner,450,338,405,146,134,165,24090,7.5
799,01-05-2024,Thursday,May,SSBF,Breakfast,380,266,290,130,97,119,15470,6.3
800,01-05-2024,Thursday,May,SSBF,Lunch,380,323,341,131,110,181,23711,6.6
801,01-05-2024,Thursday,May,SSBF,Dinner,380,285,237,117,92,166,19422,6
802,01-05-2024,Thursday,May,SIBM,Breakfast,520,364,372,158,135,130,20540,7.3
803,01-05-2024,Thursday,May,SIBM,Lunch,520,442,494,194,178,181,35114,8
804,01-05-2024,Thursday,May,SIBM,Dinner,520,390,398,189,129,155,29295,5.6
805,01-05-2024,Thursday,May,SIMC,Breakfast,320,224,185,110,70,123,13530,4.7
806,01-05-2024,Thursday,May,SIMC,Lunch,320,272,257,120,96,179,21480,6.2
807,01-05-2024,Thursday,May,SIMC,Dinner,320,240,266,105,105,163,17115,8.6
808,01-05-2024,Thursday,May,SSSS,Breakfast,280,196,191,89,72,125,11125,7.1
809,01-05-2024,Thursday,May,SSSS,Lunch,280,238,220,113,84,182,20566,6
810,01-05-2024,Thursday,May,SSSS,Dinner,280,210,235,94,72,152,14288,5.9
811,02-05-2024,Friday,May,SIDTM,Breakfast,450,315,281,148,99,112,16576,5.2
812,02-05-2024,Friday,May,SIDTM,Lunch,450,383,334,174,119,177,30798,5.5
813,02-05-2024,Friday,May,SIDTM,Dinner,450,338,272,145,109,164,23780,6.3
814,02-05-2024,Friday,May,SSBF,Breakfast,380,266,250,126,76,123,15498,4.3
815,02-05-2024,Friday,May,SSBF,Lunch,380,323,384,156,116,175,27300,6.4
816,02-05-2024,Friday,May,SSBF,Dinner,380,285,236,116,85,159,18444,6.3
817,02-05-2024,Friday,May,SIBM,Breakfast,520,364,408,155,155,115,17825,8.5
818,02-05-2024,Friday,May,SIBM,Lunch,520,442,385,208,153,177,36816,6.1
819,02-05-2024,Friday,May,SIBM,Dinner,520,390,364,182,131,152,27664,5.6
820,02-05-2024,Friday,May,SIMC,Breakfast,320,224,249,99,80,116,11484,6.8
821,02-05-2024,Friday,May,SIMC,Lunch,320,272,287,116,107,185,21460,7.3
822,02-05-2024,Friday,May,SIMC,Dinner,320,240,274,106,102,159,16854,8
823,02-05-2024,Friday,May,SSSS,Breakfast,280,196,229,89,73,124,11036,6.2
824,02-05-2024,Friday,May,SSSS,Lunch,280,238,191,112,59,185,20720,3.9
825,02-05-2024,Friday,May,SSSS,Dinner,280,210,199,93,69,162,15066,6
826,03-05-2024,Saturday,May,SIDTM,Breakfast,450,189,183,86,61,124,10664,5.6
827,03-05-2024,Saturday,May,SIDTM,Lunch,450,230,201,99,77,177,17523,6.6
828,03-05-2024,Saturday,May,SIDTM,Dinner,450,203,218,95,74,155,14725,6.3
829,03-05-2024,Saturday,May,SSBF,Breakfast,380,160,175,72,61,114,8208,6.9
830,03-05-2024,Saturday,May,SSBF,Lunch,380,194,221,87,86,190,16530,8.4
831,03-05-2024,Saturday,May,SSBF,Dinner,380,171,154,69,60,166,11454,7
832,03-05-2024,Saturday,May,SIBM,Breakfast,520,218,210,101,83,127,12827,6.9
833,03-05-2024,Saturday,May,SIBM,Lunch,520,265,264,124,105,188,23312,7.4
834,03-05-2024,Saturday,May,SIBM,Dinner,520,234,210,97,74,168,16296,5.6
835,03-05-2024,Saturday,May,SIMC,Breakfast,320,134,118,65,38,110,7150,4.4
836,03-05-2024,Saturday,May,SIMC,Lunch,320,163,133,66,46,173,11418,5
837,03-05-2024,Saturday,May,SIMC,Dinner,320,144,120,70,40,159,11130,3.8
838,03-05-2024,Saturday,May,SSSS,Breakfast,280,118,137,53,51,119,6307,7.8
839,03-05-2024,Saturday,May,SSSS,Lunch,280,143,145,64,57,175,11200,7.9
840,03-05-2024,Saturday,May,SSSS,Dinner,280,126,106,52,42,169,8788,6.6
841,05-05-2024,Monday,May,SIDTM,Breakfast,450,315,305,134,109,113,15142,7
842,05-05-2024,Monday,May,SIDTM,Lunch,450,383,415,163,138,175,28525,7.3
843,05-05-2024,Monday,May,SIDTM,Dinner,450,338,279,163,84,160,26080,3.4
844,05-05-2024,Monday,May,SSBF,Breakfast,380,266,311,120,116,119,14280,8.4
845,05-05-2024,Monday,May,SSBF,Lunch,380,323,281,135,93,171,23085,5.8
846,05-05-2024,Monday,May,SSBF,Dinner,380,285,314,128,96,154,19712,6.5
847,05-05-2024,Monday,May,SIBM,Breakfast,520,364,373,150,124,126,18900,6.7
848,05-05-2024,Monday,May,SIBM,Lunch,520,442,469,201,166,175,35175,6.9
849,05-05-2024,Monday,May,SIBM,Dinner,520,390,447,188,165,166,31208,7.7
850,05-05-2024,Monday,May,SIMC,Breakfast,320,224,246,100,85,117,11700,6.9
851,05-05-2024,Monday,May,SIMC,Lunch,320,272,319,124,105,187,23188,6.9
852,05-05-2024,Monday,May,SIMC,Dinner,320,240,236,112,83,163,18256,6
853,05-05-2024,Monday,May,SSSS,Breakfast,280,196,200,79,71,118,9322,7.1
854,05-05-2024,Monday,May,SSSS,Lunch,280,238,194,97,72,177,17169,6.4
855,05-05-2024,Monday,May,SSSS,Dinner,280,210,211,93,70,168,15624,6.4
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
